;age;job;marital;education;default;balance;housing;loan;contact;days since last contact;number previous contacts;previous outcome
388;32;blue-collar;married;secondary;no;1005;no;no;cellular;-1;0;unknown
389;35;services;married;secondary;no;109;yes;no;unknown;-1;0;unknown
390;33;management;single;tertiary;no;1240;yes;no;cellular;260;1;other
391;28;blue-collar;single;primary;no;0;yes;yes;unknown;-1;0;unknown
392;64;retired;married;unknown;no;2923;no;no;cellular;-1;0;unknown
393;35;technician;married;secondary;no;0;no;no;cellular;-1;0;unknown
394;33;blue-collar;married;secondary;no;43;yes;no;cellular;358;2;failure
395;41;technician;married;secondary;no;288;yes;no;unknown;-1;0;unknown
396;34;admin.;married;secondary;no;613;yes;no;cellular;-1;0;unknown
397;37;technician;single;tertiary;no;6101;no;no;cellular;87;1;success
398;38;blue-collar;married;primary;no;168;yes;yes;telephone;-1;0;unknown
399;39;blue-collar;married;primary;no;7685;yes;no;cellular;-1;0;unknown
400;35;technician;divorced;tertiary;no;4515;yes;no;cellular;-1;0;unknown
401;28;blue-collar;single;secondary;no;517;no;yes;cellular;-1;0;unknown
402;27;blue-collar;single;secondary;no;148;no;no;cellular;-1;0;unknown
403;48;retired;married;primary;yes;-285;no;yes;cellular;-1;0;unknown
404;50;blue-collar;married;secondary;no;887;no;no;unknown;-1;0;unknown
405;45;self-employed;married;secondary;no;3098;yes;no;cellular;-1;0;unknown
406;41;technician;married;tertiary;no;744;yes;no;unknown;-1;0;unknown
407;39;technician;married;secondary;no;130;no;no;cellular;-1;0;unknown
408;44;management;married;secondary;no;438;yes;no;telephone;303;1;failure
409;54;admin.;married;secondary;no;0;no;no;cellular;98;2;failure
410;49;management;married;tertiary;no;322;no;no;cellular;-1;0;unknown
411;34;blue-collar;single;secondary;no;186;no;no;cellular;-1;0;unknown
412;75;retired;divorced;tertiary;no;3810;yes;no;cellular;183;1;failure
413;42;management;married;tertiary;no;0;no;no;cellular;-1;0;unknown
414;53;blue-collar;married;secondary;no;4380;no;no;telephone;-1;0;unknown
415;49;management;divorced;tertiary;no;755;no;no;cellular;-1;0;unknown
416;31;services;single;secondary;no;2070;no;no;cellular;-1;0;unknown
417;45;blue-collar;single;primary;no;999;no;no;cellular;-1;0;unknown
418;39;self-employed;married;secondary;no;167;yes;yes;cellular;-1;0;unknown
419;46;technician;married;secondary;no;1322;yes;yes;cellular;-1;0;unknown
420;42;admin.;divorced;secondary;no;1076;yes;no;unknown;-1;0;unknown
421;37;management;married;tertiary;no;502;yes;no;cellular;351;1;failure
422;26;technician;single;tertiary;no;1216;yes;no;cellular;-1;0;unknown
423;37;management;single;tertiary;no;876;yes;no;cellular;327;2;failure
424;36;services;single;secondary;no;342;yes;no;unknown;-1;0;unknown
425;29;blue-collar;single;primary;no;950;yes;no;unknown;-1;0;unknown
426;36;blue-collar;married;primary;no;973;yes;yes;unknown;-1;0;unknown
427;26;technician;married;tertiary;no;3825;yes;no;unknown;-1;0;unknown
428;32;blue-collar;married;secondary;no;2366;yes;no;unknown;-1;0;unknown
429;40;management;married;tertiary;no;542;yes;no;cellular;-1;0;unknown
430;53;management;married;primary;no;995;no;no;cellular;-1;0;unknown
431;29;management;married;tertiary;no;20;yes;no;cellular;-1;0;unknown
432;34;technician;single;tertiary;no;228;yes;no;cellular;-1;0;unknown
433;43;blue-collar;married;secondary;no;130;no;no;cellular;337;3;failure
434;56;management;married;tertiary;no;217;no;yes;cellular;-1;0;unknown
435;55;entrepreneur;divorced;tertiary;no;0;no;no;unknown;-1;0;unknown
436;31;self-employed;married;tertiary;no;259;yes;no;cellular;-1;0;unknown
437;27;admin.;single;secondary;no;619;yes;no;cellular;322;4;other
438;36;management;married;secondary;no;644;yes;no;cellular;-1;0;unknown
439;44;management;married;tertiary;no;22;yes;no;cellular;-1;0;unknown
440;37;admin.;divorced;tertiary;no;4303;yes;no;unknown;-1;0;unknown
441;30;admin.;single;secondary;no;239;yes;no;cellular;-1;0;unknown
442;42;technician;single;secondary;no;275;no;no;cellular;-1;0;unknown
443;30;management;married;tertiary;no;1221;yes;no;telephone;-1;0;unknown
444;62;retired;married;secondary;no;816;no;no;cellular;-1;0;unknown
445;24;blue-collar;married;secondary;no;1222;yes;no;cellular;-1;0;unknown
446;31;technician;married;secondary;no;2363;yes;no;unknown;-1;0;unknown
447;66;retired;married;tertiary;no;2262;no;no;cellular;-1;0;unknown
448;47;admin.;married;secondary;no;2;no;no;cellular;-1;0;unknown
449;39;entrepreneur;married;tertiary;no;2;yes;no;cellular;-1;0;unknown
450;35;technician;married;secondary;no;4508;yes;no;cellular;-1;0;unknown
451;35;admin.;divorced;secondary;no;-402;yes;no;cellular;-1;0;unknown
452;27;technician;married;secondary;no;1577;yes;yes;unknown;-1;0;unknown
453;32;blue-collar;married;secondary;no;34;yes;no;cellular;-1;0;unknown
454;44;management;married;tertiary;no;795;no;no;cellular;-1;0;unknown
455;42;blue-collar;married;secondary;no;117;yes;no;unknown;-1;0;unknown
456;34;self-employed;single;tertiary;no;5462;no;no;cellular;-1;0;unknown
457;25;services;single;secondary;no;402;no;yes;cellular;-1;0;unknown
458;40;technician;single;secondary;no;641;no;no;cellular;-1;0;unknown
459;43;management;divorced;tertiary;no;36;no;no;cellular;102;2;failure
460;55;unemployed;married;tertiary;no;383;no;no;unknown;-1;0;unknown
461;50;blue-collar;married;secondary;no;283;yes;no;cellular;-1;0;unknown
462;45;management;divorced;tertiary;no;0;no;no;unknown;-1;0;unknown
463;35;blue-collar;divorced;secondary;no;3102;yes;no;cellular;-1;0;unknown
464;32;blue-collar;married;secondary;no;889;yes;no;cellular;99;5;success
465;59;housemaid;married;secondary;no;0;no;no;telephone;99;4;failure
466;34;self-employed;married;secondary;no;-370;yes;no;unknown;-1;0;unknown
467;39;management;married;tertiary;no;-606;yes;no;unknown;-1;0;unknown
468;40;management;single;secondary;no;10378;yes;no;cellular;-1;0;unknown
469;36;blue-collar;single;primary;no;1313;yes;no;unknown;-1;0;unknown
470;40;management;married;tertiary;no;8969;yes;no;cellular;-1;0;unknown
471;55;self-employed;married;secondary;no;-196;yes;no;unknown;-1;0;unknown
472;38;entrepreneur;married;secondary;yes;15;yes;no;cellular;-1;0;unknown
473;61;admin.;married;secondary;no;4608;no;no;cellular;-1;0;unknown
474;41;management;married;tertiary;no;666;yes;no;unknown;-1;0;unknown
475;57;blue-collar;married;primary;no;452;yes;no;unknown;-1;0;unknown
476;48;blue-collar;married;secondary;no;149;yes;no;unknown;-1;0;unknown
477;77;retired;married;tertiary;no;7802;no;no;telephone;92;2;success
478;35;services;married;secondary;no;1453;yes;no;unknown;-1;0;unknown
479;54;blue-collar;married;secondary;no;1480;yes;no;unknown;-1;0;unknown
480;37;management;single;unknown;no;715;yes;no;unknown;-1;0;unknown
481;56;management;single;secondary;no;237;yes;no;telephone;-1;0;unknown
482;40;technician;married;secondary;no;694;yes;no;cellular;196;5;failure
483;40;management;married;tertiary;no;0;no;no;cellular;-1;0;unknown
484;54;management;married;tertiary;no;55;yes;no;cellular;-1;0;unknown
485;55;housemaid;married;primary;no;136;yes;no;unknown;-1;0;unknown
486;55;services;divorced;secondary;yes;-404;yes;no;cellular;-1;0;unknown
487;52;blue-collar;married;primary;no;779;yes;no;unknown;-1;0;unknown
488;55;blue-collar;single;primary;no;1187;yes;no;unknown;-1;0;unknown
489;33;management;married;tertiary;no;641;yes;no;cellular;-1;0;unknown
490;52;blue-collar;married;unknown;no;826;yes;no;unknown;-1;0;unknown
491;33;services;divorced;secondary;no;991;yes;no;unknown;-1;0;unknown
492;53;admin.;married;secondary;no;1796;no;no;telephone;91;2;success
493;46;admin.;married;secondary;no;22;no;no;cellular;-1;0;unknown
494;44;technician;single;secondary;no;244;yes;no;cellular;-1;0;unknown
495;48;management;divorced;tertiary;no;1328;yes;no;unknown;-1;0;unknown
496;50;housemaid;married;secondary;no;7317;yes;no;cellular;370;1;failure
497;34;technician;single;secondary;no;4943;yes;yes;cellular;-1;0;unknown
498;38;technician;single;secondary;no;258;no;yes;unknown;-1;0;unknown
499;42;management;single;tertiary;no;515;yes;no;cellular;-1;0;unknown
500;32;management;single;tertiary;no;12607;no;no;cellular;84;1;failure
501;58;admin.;married;secondary;no;2;yes;yes;telephone;-1;0;unknown
502;31;management;married;tertiary;no;13;no;no;cellular;-1;0;unknown
503;19;student;single;primary;no;103;no;no;cellular;-1;0;unknown
504;41;management;married;tertiary;no;3872;no;no;cellular;-1;0;unknown
505;31;unemployed;married;secondary;no;296;yes;no;unknown;-1;0;unknown
506;52;self-employed;single;primary;no;217;no;yes;cellular;-1;0;unknown
507;42;self-employed;divorced;tertiary;no;360;yes;no;unknown;-1;0;unknown
508;41;blue-collar;single;secondary;no;428;yes;no;cellular;-1;0;unknown
509;30;blue-collar;single;secondary;no;315;no;no;cellular;-1;0;unknown
510;38;blue-collar;married;secondary;no;121;yes;yes;cellular;212;2;failure
511;32;management;married;tertiary;no;820;yes;no;cellular;-1;0;unknown
512;52;technician;married;secondary;no;195;yes;no;cellular;63;5;failure
513;48;management;divorced;tertiary;no;108;yes;no;unknown;-1;0;unknown
514;36;management;married;tertiary;no;-381;yes;no;cellular;-1;0;unknown
515;45;unemployed;divorced;primary;no;757;no;no;cellular;325;4;failure
516;34;technician;married;tertiary;no;691;yes;yes;unknown;-1;0;unknown
517;36;blue-collar;married;primary;no;1925;yes;no;cellular;-1;0;unknown
518;34;management;married;tertiary;no;902;yes;no;cellular;367;2;other
519;61;retired;married;secondary;no;5207;no;no;cellular;81;2;other
520;54;services;married;secondary;no;0;no;no;unknown;-1;0;unknown
521;50;entrepreneur;married;secondary;no;665;no;no;telephone;-1;0;unknown
522;43;admin.;divorced;secondary;no;738;yes;no;cellular;191;4;failure
523;47;blue-collar;married;primary;no;233;no;no;cellular;-1;0;unknown
524;45;services;married;secondary;no;-839;yes;no;unknown;-1;0;unknown
525;57;retired;married;primary;no;5799;no;no;unknown;-1;0;unknown
526;27;admin.;married;secondary;no;1033;yes;no;unknown;-1;0;unknown
527;49;unemployed;divorced;secondary;no;66;no;no;cellular;-1;0;unknown
528;43;services;married;primary;no;2567;yes;no;cellular;360;2;failure
529;40;management;married;tertiary;no;1584;yes;no;telephone;-1;0;unknown
530;32;services;single;secondary;no;182;yes;no;cellular;-1;0;unknown
531;58;management;married;primary;no;76;yes;no;telephone;-1;0;unknown
532;34;admin.;single;secondary;no;663;yes;no;cellular;-1;0;unknown
533;46;technician;divorced;secondary;no;3455;yes;no;unknown;-1;0;unknown
534;29;blue-collar;married;secondary;no;15;no;no;cellular;-1;0;unknown
535;52;blue-collar;married;primary;no;1054;no;no;cellular;-1;0;unknown
536;45;management;married;tertiary;no;1529;no;no;cellular;-1;0;unknown
537;26;management;single;secondary;no;63;no;no;cellular;-1;0;unknown
538;40;technician;married;tertiary;no;0;no;no;cellular;-1;0;unknown
539;41;admin.;married;secondary;no;920;yes;yes;unknown;-1;0;unknown
540;47;admin.;single;secondary;no;3696;no;no;cellular;181;4;success
541;27;technician;single;unknown;no;59;no;no;cellular;-1;0;unknown
542;27;services;married;secondary;no;0;yes;no;cellular;-1;0;unknown
543;48;blue-collar;married;secondary;no;157;yes;no;unknown;-1;0;unknown
544;49;admin.;married;secondary;no;2465;no;no;cellular;-1;0;unknown
545;35;blue-collar;married;primary;no;0;yes;no;cellular;-1;0;unknown
546;47;self-employed;married;secondary;yes;2;no;no;cellular;-1;0;unknown
547;54;management;married;tertiary;no;0;no;no;cellular;-1;0;unknown
548;39;management;single;tertiary;no;12437;no;no;telephone;-1;0;unknown
549;28;student;single;secondary;no;378;yes;no;cellular;-1;0;unknown
550;54;blue-collar;married;primary;no;211;no;no;unknown;-1;0;unknown
551;34;technician;married;secondary;no;-228;yes;no;cellular;332;3;other
552;63;retired;married;secondary;no;2747;no;no;cellular;80;1;failure
553;42;self-employed;married;tertiary;no;1932;yes;no;unknown;-1;0;unknown
554;43;technician;single;secondary;no;11269;no;no;unknown;-1;0;unknown
555;37;admin.;married;secondary;no;1314;yes;no;cellular;85;7;success
556;55;blue-collar;married;primary;no;2275;no;no;cellular;-1;0;unknown
557;43;management;single;tertiary;no;1304;no;no;cellular;-1;0;unknown
558;41;blue-collar;married;secondary;yes;720;no;yes;cellular;-1;0;unknown
559;47;technician;divorced;secondary;no;2914;yes;no;cellular;-1;0;unknown
560;34;technician;married;secondary;no;1464;yes;no;unknown;-1;0;unknown
561;28;student;single;secondary;no;11555;no;no;cellular;-1;0;unknown
562;36;services;married;secondary;no;-302;yes;no;cellular;-1;0;unknown
563;50;technician;married;secondary;no;2497;yes;no;cellular;176;1;failure
564;35;blue-collar;married;secondary;no;-339;yes;no;unknown;-1;0;unknown
565;40;technician;married;secondary;no;56;yes;yes;cellular;247;1;failure
566;26;self-employed;single;tertiary;no;211;no;no;cellular;-1;0;unknown
567;36;management;divorced;tertiary;no;3611;yes;no;unknown;-1;0;unknown
568;59;unemployed;married;primary;no;0;no;no;cellular;-1;0;unknown
569;28;student;single;secondary;no;459;no;no;cellular;-1;0;unknown
570;46;entrepreneur;married;unknown;no;242;yes;no;unknown;-1;0;unknown
571;50;self-employed;married;secondary;no;1138;no;no;cellular;-1;0;unknown
572;53;management;married;tertiary;no;1319;yes;no;cellular;150;1;failure
573;81;retired;married;secondary;no;1;no;no;cellular;-1;0;unknown
574;35;services;divorced;secondary;no;67;yes;no;cellular;-1;0;unknown
575;58;retired;married;unknown;no;937;no;no;cellular;-1;0;unknown
576;44;services;married;secondary;no;0;yes;yes;cellular;-1;0;unknown
577;38;management;married;tertiary;no;-558;yes;no;cellular;-1;0;unknown
578;49;blue-collar;married;secondary;no;171;no;no;cellular;175;2;other
579;33;technician;single;tertiary;no;696;no;yes;cellular;176;8;failure
580;29;management;married;tertiary;no;361;yes;yes;cellular;-1;0;unknown
581;28;technician;single;secondary;no;227;no;no;cellular;-1;0;unknown
582;31;admin.;married;secondary;no;236;yes;yes;telephone;-1;0;unknown
583;33;management;single;tertiary;no;-53;no;no;cellular;-1;0;unknown
584;52;technician;married;secondary;no;192;yes;no;cellular;-1;0;unknown
585;43;management;divorced;tertiary;no;38;yes;no;cellular;-1;0;unknown
586;32;self-employed;single;secondary;no;518;yes;no;cellular;-1;0;unknown
587;36;self-employed;married;tertiary;no;16;yes;yes;cellular;-1;0;unknown
588;41;blue-collar;married;secondary;no;-256;yes;no;unknown;-1;0;unknown
589;43;blue-collar;married;secondary;no;105;no;yes;cellular;-1;0;unknown
590;45;self-employed;married;tertiary;no;334;no;no;unknown;-1;0;unknown
591;39;technician;married;secondary;no;1048;no;yes;cellular;-1;0;unknown
592;41;services;married;secondary;no;108;yes;yes;unknown;-1;0;unknown
593;31;technician;married;secondary;no;660;no;no;cellular;-1;0;unknown
594;37;unemployed;single;tertiary;yes;0;yes;no;cellular;-1;0;unknown
595;28;entrepreneur;married;unknown;no;1034;no;no;cellular;-1;0;unknown
596;47;housemaid;married;primary;no;201;yes;no;cellular;382;1;failure
597;37;housemaid;married;primary;no;189;no;no;cellular;-1;0;unknown
598;60;retired;divorced;unknown;no;-49;yes;no;cellular;261;2;failure
599;43;technician;divorced;secondary;no;1413;yes;no;telephone;-1;0;unknown
600;58;retired;divorced;tertiary;no;264;yes;yes;cellular;-1;0;unknown
601;52;entrepreneur;married;tertiary;no;54;yes;yes;telephone;-1;0;unknown
602;50;blue-collar;married;primary;no;12519;yes;no;cellular;147;4;success
603;32;services;single;secondary;no;2881;no;no;cellular;-1;0;unknown
604;42;blue-collar;married;primary;no;0;yes;no;cellular;-1;0;unknown
605;31;admin.;married;secondary;no;88;yes;yes;cellular;-1;0;unknown
606;28;blue-collar;married;secondary;no;1020;yes;no;unknown;-1;0;unknown
607;36;technician;divorced;tertiary;no;119;no;no;cellular;-1;0;unknown
608;51;unemployed;single;tertiary;no;1594;no;no;telephone;-1;0;unknown
609;46;technician;married;tertiary;no;342;yes;yes;cellular;-1;0;unknown
610;50;services;single;secondary;no;72;no;no;unknown;-1;0;unknown
611;32;blue-collar;married;secondary;no;14;yes;no;unknown;-1;0;unknown
612;26;entrepreneur;single;tertiary;no;81;no;no;cellular;-1;0;unknown
613;41;self-employed;married;tertiary;no;231;no;no;cellular;-1;0;unknown
614;39;technician;married;tertiary;no;1161;yes;no;cellular;336;1;failure
615;31;blue-collar;married;secondary;no;-45;yes;no;unknown;-1;0;unknown
616;28;management;single;tertiary;no;231;yes;yes;cellular;-1;0;unknown
617;31;management;single;secondary;no;36;no;no;cellular;-1;0;unknown
618;30;technician;married;tertiary;no;1570;yes;no;cellular;-1;0;unknown
619;35;technician;married;tertiary;no;7050;no;no;cellular;182;4;success
620;33;blue-collar;married;primary;no;3704;yes;no;unknown;-1;0;unknown
621;30;technician;single;tertiary;no;6619;yes;no;cellular;-1;0;unknown
622;32;blue-collar;single;secondary;no;-84;yes;no;cellular;-1;0;unknown
623;40;management;single;tertiary;no;1509;no;no;cellular;58;3;failure
624;31;self-employed;married;tertiary;no;1134;no;no;cellular;-1;0;unknown
625;36;technician;married;secondary;no;146;yes;yes;unknown;-1;0;unknown
626;33;management;single;tertiary;no;9449;yes;no;cellular;-1;0;unknown
627;57;retired;married;secondary;no;374;yes;yes;cellular;-1;0;unknown
628;45;technician;married;secondary;no;88;no;no;cellular;-1;0;unknown
629;59;management;married;tertiary;no;2764;no;no;cellular;206;2;failure
630;30;management;single;tertiary;no;2;yes;yes;cellular;-1;0;unknown
631;33;technician;married;tertiary;no;8023;no;no;cellular;105;3;failure
632;52;blue-collar;married;secondary;no;289;yes;no;unknown;-1;0;unknown
633;83;retired;married;secondary;no;0;no;no;cellular;-1;0;unknown
634;58;self-employed;divorced;tertiary;no;1382;no;no;unknown;-1;0;unknown
635;33;management;divorced;tertiary;yes;280;no;yes;cellular;-1;0;unknown
636;41;blue-collar;divorced;primary;no;2195;yes;no;unknown;-1;0;unknown
637;31;self-employed;married;secondary;no;33;no;no;cellular;-1;0;unknown
